ビデオシリアル番号,AI解析結果,確認者,確認者名,確認日時,承認者,承認者名,承認日時,日付,管轄拠点,拠点名,カメラ名,レビュー件数,タイムスタンプ1,コメント1,レビュー1,レビュー日時1,備考1,タイムスタンプ2,コメント2,レビュー2,レビュー日時2,備考2,タイムスタンプ3,コメント3,レビュー3,レビュー日時3,備考3,タイムスタンプ4,コメント4,レビュー4,レビュー日時4,備考4,タイムスタンプ5,コメント5,レビュー5,レビュー日時5,備考5,タイムスタンプ6,コメント6,レビュー6,レビュー日時6,備考6,タイムスタンプ7,コメント7,レビュー7,レビュー日時7,備考7,タイムスタンプ8,コメント8,レビュー8,レビュー日時8,備考8,タイムスタンプ9,コメント9,レビュー9,レビュー日時9,備考9,タイムスタンプ10,コメント10,レビュー10,レビュー日時10,備考10
1046429,NG,,,,,,,5/18/2026 13:50,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ４-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046428,NG,,,,,,,5/18/2026 13:50,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ５-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046424,NG,,,,,,,5/18/2026 13:50,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南東側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046417,NG,,,,,,,5/18/2026 13:50,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階南EV・扉_OWHCNWC0030-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046416,NG,,,,,,,5/18/2026 13:50,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ3_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046415,NG,,,,,,,5/18/2026 13:50,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階バース2_OWHCNWC0028-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046413,NG,,,,,,,5/18/2026 13:50,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階南EV・扉_OWHCNWC0031-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046404,NG,,,,,,,5/18/2026 13:50,札幌営業所,札幌第３　メディカルロジスティクスセンター（丸和運輸内）,○【旭運輸第二】2階倉庫出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046400,NG,,,,,,,5/18/2026 13:50,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046399,NG,,,,,,,5/18/2026 13:50,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046398,NG,,,,,,,5/18/2026 13:50,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_冷所室2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046397,NG,,,,,,,5/18/2026 13:50,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_出荷場3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046396,NG,,,,,,,5/18/2026 13:50,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_出荷場5-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046394,NG,,,,,,,5/18/2026 13:50,札幌営業所,札幌第１　メディカルロジスティクスセンター,●【札幌営業所】1F B棟_プラットフォーム3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046393,NG,,,,,,,5/18/2026 13:50,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046392,NG,,,,,,,5/18/2026 13:50,札幌営業所,札幌第１　メディカルロジスティクスセンター,●【札幌営業所】1F B棟_プラットフォーム2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046389,NG,,,,,,,5/18/2026 13:50,札幌営業所,札幌第１　メディカルロジスティクスセンター,●【札幌営業所】1F B棟_プラットフォーム1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046387,NG,,,,,,,5/18/2026 13:50,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】3F Bブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046385,NG,,,,,,,5/18/2026 13:50,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】4F Eブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046383,NG,,,,,,,5/18/2026 13:50,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】1F Bブロック_シートシャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046378,NG,,,,,,,5/18/2026 13:50,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】4F Bブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046374,NG,,,,,,,5/18/2026 13:50,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】1F Aブロック_シートシャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046369,NG,,,,,,,5/18/2026 13:40,静岡営業所,静岡第１　メディカルロジスティクスセンター（丸総清水内）,〇【丸総清水】バースカメラ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046360,NG,,,,,,,5/18/2026 13:40,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北2バース_OWHCNWC0027-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046359,NG,,,,,,,5/18/2026 13:40,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北1バース_OWHCNWC0026-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046358,NG,,,,,,,5/18/2026 13:40,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】2階北1号EV・扉_OWHCNWC0032-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046351,NG,,,,,,,5/18/2026 13:40,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】E棟カメラ1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046349,NG,,,,,,,5/18/2026 13:40,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-6号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046344,NG,,,,,,,5/18/2026 13:40,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】A扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046342,NG,,,,,,,5/18/2026 13:40,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】E扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046341,NG,,,,,,,5/18/2026 13:40,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム08-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046339,NG,,,,,,,5/18/2026 13:40,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-4号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046331,NG,,,,,,,5/18/2026 13:40,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1FD棟プラットフォーム02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046330,NG,,,,,,,5/18/2026 13:40,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-3号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046329,NG,,,,,,,5/18/2026 13:40,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1FC棟プラットフォーム02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046328,NG,,,,,,,5/18/2026 13:40,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1FD棟プラットフォーム01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046323,NG,,,,,,,5/18/2026 13:40,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ１-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046322,NG,,,,,,,5/18/2026 13:40,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ２-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046321,NG,,,,,,,5/18/2026 13:40,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ７-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046319,NG,,,,,,,5/18/2026 13:40,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ３-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046318,NG,,,,,,,5/18/2026 13:40,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ５-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046317,NG,,,,,,,5/18/2026 13:40,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ４-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046315,NG,,,,,,,5/18/2026 13:40,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ６-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046314,NG,,,,,,,5/18/2026 13:40,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】北東側プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046311,NG,,,,,,,5/18/2026 13:40,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南西側プラットフォーム中央-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046310,NG,,,,,,,5/18/2026 13:40,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南東側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046308,NG,,,,,,,5/18/2026 13:40,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】北西側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046305,NG,,,,,,,5/18/2026 13:40,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階南1バース_OWHCNWC0029-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046304,NG,,,,,,,5/18/2026 13:40,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階バース2_OWHCNWC0028-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046301,NG,,,,,,,5/18/2026 13:40,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階南EV・扉_OWHCNWC0031-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046300,NG,,,,,,,5/18/2026 13:40,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ2_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046294,NG,,,,,,,5/18/2026 13:40,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F D棟_毒向薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046292,NG,,,,,,,5/18/2026 13:40,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_毒向薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046291,NG,,,,,,,5/18/2026 13:40,中部支店,静岡第２　メディカルロジスティクスセンター（丸総牧之原内）,○【丸総牧之原】2エリア_南出入口-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046288,NG,,,,,,,5/18/2026 13:40,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046287,NG,,,,,,,5/18/2026 13:40,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046285,NG,,,,,,,5/18/2026 13:40,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F D棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046284,NG,,,,,,,5/18/2026 13:40,札幌営業所,札幌第１　メディカルロジスティクスセンター,●【札幌営業所】1F B棟_プラットフォーム3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046282,NG,,,,,,,5/18/2026 13:40,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_冷所室2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046281,NG,,,,,,,5/18/2026 13:40,札幌営業所,札幌第１　メディカルロジスティクスセンター,●【札幌営業所】1F B棟_プラットフォーム2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046278,NG,,,,,,,5/18/2026 13:40,札幌営業所,札幌第１　メディカルロジスティクスセンター,●【札幌営業所】1F B棟_プラットフォーム1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046277,NG,,,,,,,5/18/2026 13:40,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】4F Eブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046274,NG,,,,,,,5/18/2026 13:40,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】3F Aブロック_シートシャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046260,NG,,,,,,,5/18/2026 13:30,静岡営業所,静岡第１　メディカルロジスティクスセンター（丸総清水内）,〇【丸総清水】バースカメラ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046257,NG,,,,,,,5/18/2026 13:30,札幌営業所,札幌第２　メディカルロジスティクスセンター,○【旭運輸本社倉庫】4階保管エリア出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046254,NG,,,,,,,5/18/2026 13:30,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北1バース_OWHCNWC0026-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046253,NG,,,,,,,5/18/2026 13:30,北関東営業所,高崎第２　メディカルロジスティクスセンター,○【伊勢崎】南側バースAPI1_OWHISKC0038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046250,NG,,,,,,,5/18/2026 13:30,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北2バース_OWHCNWC0027-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046249,NG,,,,,,,5/18/2026 13:30,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】2階北1号EV・扉_OWHCNWC0032-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046245,NG,,,,,,,5/18/2026 13:30,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム07-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046240,NG,,,,,,,5/18/2026 13:30,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-6号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046230,NG,,,,,,,5/18/2026 13:30,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-1号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046228,NG,,,,,,,5/18/2026 13:30,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム08-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046226,NG,,,,,,,5/18/2026 13:30,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム05-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046225,NG,,,,,,,5/18/2026 13:30,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム06-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046221,NG,,,,,,,5/18/2026 13:30,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】102倉庫-垂直搬送機前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046220,NG,,,,,,,5/18/2026 13:30,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1FC棟プラットフォーム02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046216,NG,,,,,,,5/18/2026 13:30,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1FC棟プラットフォーム01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046213,NG,,,,,,,5/18/2026 13:30,関西支店,岡山第１　メディカルロジスティクスセンター（MRC岡山内）,●【中国センター】倉庫内_1F-3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046211,NG,,,,,,,5/18/2026 13:30,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ７-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046209,NG,,,,,,,5/18/2026 13:30,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ１-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046208,NG,,,,,,,5/18/2026 13:30,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ４-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046206,NG,,,,,,,5/18/2026 13:30,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ５-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046205,NG,,,,,,,5/18/2026 13:30,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ６-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046202,NG,,,,,,,5/18/2026 13:30,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南東側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046201,NG,,,,,,,5/18/2026 13:30,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南西側プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046200,NG,,,,,,,5/18/2026 13:30,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南西側プラットフォーム中央-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046194,NG,,,,,,,5/18/2026 13:30,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階南1バース_OWHCNWC0029-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046193,NG,,,,,,,5/18/2026 13:30,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ2_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046190,NG,,,,,,,5/18/2026 13:30,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ3_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046189,NG,,,,,,,5/18/2026 13:30,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階バース2_OWHCNWC0028-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046182,NG,,,,,,,5/18/2026 13:30,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F D棟_毒向薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046179,NG,,,,,,,5/18/2026 13:30,中部支店,静岡第２　メディカルロジスティクスセンター（丸総牧之原内）,○【丸総牧之原】2エリア_南出入口-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046176,NG,,,,,,,5/18/2026 13:30,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046174,NG,,,,,,,5/18/2026 13:30,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046171,NG,,,,,,,5/18/2026 13:30,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_冷所室2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046168,NG,,,,,,,5/18/2026 13:30,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046159,NG,,,,,,,5/18/2026 13:30,,高崎第３　メディカルロジスティクスセンター,○【高崎第3MLC】第5倉庫1階 出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046157,NG,,,,,,,5/18/2026 13:30,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】4F Eブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046155,NG,,,,,,,5/18/2026 13:30,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】1F Aブロック_シートシャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046150,NG,,,,,,,5/18/2026 13:20,静岡営業所,静岡第１　メディカルロジスティクスセンター（丸総清水内）,〇【丸総清水】バースカメラ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
